complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score,resolution_days,filed_year,filed_month,filed_month_name,filed_week,filed_weekday,filed_date,is_open,verified_category,recency_score,days_open
GRV-2520,2025-05-15,,Ward-13,Waste Management,Overflowing dustbin near bus stop,Open,Phone Call,Medium,30,,,2025,5,May 2025,20,Thursday,2025-05-15,True,Waste Management,41.39194139194139,320.0
GRV-2521,2024-12-31,2025-01-13,Ward-20,Street Lighting,Frequent power fluctuation in area,Closed,WhatsApp,Low,42,5.0,13.0,2024,12,Dec 2024,1,Tuesday,2024-12-31,False,Street Lighting,16.666666666666664,
GRV-2522,2025-07-07,2025-07-16,Ward-11,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Low,65,3.0,9.0,2025,7,Jul 2025,28,Monday,2025-07-07,False,Sewage & Drainage,51.098901098901095,
GRV-2523,2025-05-09,2025-05-30,Ward-17,Noise & Pollution,Burning of garbage creating air pollution,Closed,WhatsApp,High,71,5.0,21.0,2025,5,May 2025,19,Friday,2025-05-09,False,Waste Management,40.29304029304029,
GRV-2524,2025-10-16,2025-11-05,Ward-20,Waste Management,Garbage not collected for a week,Resolved,Mobile App,Low,46,5.0,20.0,2025,10,Oct 2025,42,Thursday,2025-10-16,False,Waste Management,69.59706959706959,
GRV-2525,2026-03-14,,Ward-17,Street Lighting,Broken street light reported multiple times,In Progress,Website,Low,18,,,2026,3,Mar 2026,11,Saturday,2026-03-14,True,Street Lighting,96.88644688644689,17.0
GRV-2526,2026-03-31,,Ward-16,Public Property,Tree fallen on parked vehicles,In Progress,Website,Medium,69,,,2026,3,Mar 2026,14,Tuesday,2026-03-31,True,Public Property,100.0,0.0
GRV-2527,2025-04-26,2025-05-16,Ward-19,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Mobile App,Low,31,2.0,20.0,2025,4,Apr 2025,17,Saturday,2025-04-26,False,Sewage & Drainage,37.91208791208791,
GRV-2528,2025-12-28,2026-01-16,Ward-13,Waste Management,No waste bins available in the area,Closed,Walk-In,Medium,46,1.0,19.0,2025,12,Dec 2025,52,Sunday,2025-12-28,False,Waste Management,82.96703296703296,
GRV-2529,2025-04-23,,Ward-12,Street Lighting,Broken street light reported multiple times,Open,Phone Call,Medium,25,,,2025,4,Apr 2025,17,Wednesday,2025-04-23,True,Street Lighting,37.362637362637365,342.0
GRV-2530,2025-10-22,,Ward-17,Waste Management,Garbage not collected for a week,Open,Phone Call,Low,37,,,2025,10,Oct 2025,43,Wednesday,2025-10-22,True,Waste Management,70.69597069597069,160.0
GRV-2531,2025-09-13,,Ward-11,Water Supply,Water pipeline leakage on main road,In Progress,Website,Medium,63,,,2025,9,Sep 2025,37,Saturday,2025-09-13,True,Water Supply,63.55311355311355,199.0
GRV-2532,2024-12-21,,Ward-16,Street Lighting,Short circuit sparks from street light,In Progress,Phone Call,Low,68,,,2024,12,Dec 2024,51,Saturday,2024-12-21,True,Street Lighting,14.835164835164838,465.0
GRV-2533,2025-12-14,,Ward-09,Water Supply,Low water pressure in pipes,In Progress,Mobile App,Medium,52,,,2025,12,Dec 2025,50,Sunday,2025-12-14,True,Water Supply,80.40293040293041,107.0
GRV-2534,2025-05-03,2025-05-25,Ward-17,Water Supply,Dirty/contaminated water coming from tap,Resolved,WhatsApp,Medium,72,5.0,22.0,2025,5,May 2025,18,Saturday,2025-05-03,False,Water Supply,39.1941391941392,
GRV-2535,2026-01-21,2026-02-05,Ward-04,Noise & Pollution,Burning of garbage creating air pollution,Closed,Mobile App,Low,33,1.0,15.0,2026,1,Jan 2026,4,Wednesday,2026-01-21,False,Waste Management,87.36263736263736,
GRV-2536,2025-07-27,,Ward-07,Water Supply,Water meter not working properly,Open,Phone Call,Low,62,,,2025,7,Jul 2025,30,Sunday,2025-07-27,True,Water Supply,54.761904761904766,247.0
GRV-2537,2025-07-05,,Ward-20,Public Property,Tree fallen on parked vehicles,Open,Walk-In,Critical,64,,,2025,7,Jul 2025,27,Saturday,2025-07-05,True,Public Property,50.73260073260073,269.0
GRV-2538,2024-12-16,2024-12-20,Ward-01,Noise & Pollution,Dust from road construction affecting residents,Closed,Phone Call,Low,46,5.0,4.0,2024,12,Dec 2024,51,Monday,2024-12-16,False,Road & Infrastructure,13.919413919413914,
GRV-2539,2025-08-23,2025-09-18,Ward-19,Road & Infrastructure,Speed breaker removed without notice,Closed,Unknown,High,46,5.0,26.0,2025,8,Aug 2025,34,Saturday,2025-08-23,False,Other,59.70695970695971,
GRV-2540,2025-11-28,2025-11-29,Ward-05,Water Supply,Water pipeline leakage on main road,Resolved,Website,Low,69,5.0,1.0,2025,11,Nov 2025,48,Friday,2025-11-28,False,Water Supply,77.47252747252747,
GRV-2541,2025-10-26,,Ward-18,Public Property,Public toilet locked / not accessible,In Progress,WhatsApp,Medium,68,,,2025,10,Oct 2025,43,Sunday,2025-10-26,True,Public Property,71.42857142857143,156.0
GRV-2542,2025-06-03,2025-07-02,Ward-15,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Phone Call,High,34,5.0,29.0,2025,6,Jun 2025,23,Tuesday,2025-06-03,False,Sewage & Drainage,44.87179487179487,
GRV-2543,2025-09-02,,Ward-14,Road & Infrastructure,Road completely waterlogged after rain,In Progress,Walk-In,Medium,73,,,2025,9,Sep 2025,36,Tuesday,2025-09-02,True,Water Supply,61.53846153846154,210.0
GRV-2544,2025-05-24,,Ward-05,Noise & Pollution,Dust from road construction affecting residents,Open,WhatsApp,High,35,,,2025,5,May 2025,21,Saturday,2025-05-24,True,Road & Infrastructure,43.040293040293044,311.0
GRV-2545,2026-01-04,,Ward-12,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Phone Call,Low,38,,,2026,1,Jan 2026,1,Sunday,2026-01-04,True,Road & Infrastructure,84.24908424908425,86.0
GRV-2546,2026-02-02,2026-02-06,Ward-18,Street Lighting,Short circuit sparks from street light,Resolved,WhatsApp,Low,38,1.0,4.0,2026,2,Feb 2026,6,Monday,2026-02-02,False,Street Lighting,89.56043956043956,
GRV-2547,2025-11-29,,Ward-02,Sewage & Drainage,Sewage overflowing onto road,In Progress,Walk-In,Low,45,,,2025,11,Nov 2025,48,Saturday,2025-11-29,True,Road & Infrastructure,77.65567765567766,122.0
GRV-2548,2026-03-30,2026-04-04,Ward-20,Road & Infrastructure,Road construction debris not cleared,Resolved,WhatsApp,Medium,55,3.0,5.0,2026,3,Mar 2026,14,Monday,2026-03-30,False,Road & Infrastructure,99.81684981684981,
GRV-2549,2025-05-20,,Ward-13,Street Lighting,Short circuit sparks from street light,Open,Mobile App,Medium,69,,,2025,5,May 2025,21,Tuesday,2025-05-20,True,Street Lighting,42.307692307692314,315.0
GRV-2550,2025-05-09,,Ward-19,Waste Management,No waste bins available in the area,Open,Website,Medium,62,,,2025,5,May 2025,19,Friday,2025-05-09,True,Waste Management,40.29304029304029,326.0
GRV-2551,2025-07-04,,Ward-18,Road & Infrastructure,Large pothole causing accidents on highway,Open,Walk-In,Low,46,,,2025,7,Jul 2025,27,Friday,2025-07-04,True,Road & Infrastructure,50.54945054945055,270.0
GRV-2552,2024-10-27,,Ward-06,Public Property,Encroachment on footpath by shop owners,In Progress,Walk-In,Low,69,,,2024,10,Oct 2024,43,Sunday,2024-10-27,True,Road & Infrastructure,4.761904761904767,520.0
GRV-2553,2025-01-28,,Ward-10,Street Lighting,Electric pole fallen on road – dangerous,Open,WhatsApp,Low,70,,,2025,1,Jan 2025,5,Tuesday,2025-01-28,True,Road & Infrastructure,21.794871794871796,427.0
GRV-2554,2025-06-12,,Ward-06,Water Supply,Dirty/contaminated water coming from tap,In Progress,Phone Call,High,71,,,2025,6,Jun 2025,24,Thursday,2025-06-12,True,Water Supply,46.52014652014652,292.0
GRV-2555,2025-05-30,,Ward-04,Street Lighting,Short circuit sparks from street light,Open,Walk-In,Medium,35,,,2025,5,May 2025,22,Friday,2025-05-30,True,Street Lighting,44.13919413919414,305.0
GRV-2556,2025-04-30,,Ward-07,Street Lighting,Street lights not working for 2 weeks,In Progress,Walk-In,High,20,,,2025,4,Apr 2025,18,Wednesday,2025-04-30,True,Street Lighting,38.64468864468864,335.0
GRV-2557,2024-12-02,2024-12-11,Ward-16,Road & Infrastructure,Speed breaker removed without notice,Resolved,Walk-In,Medium,22,3.0,9.0,2024,12,Dec 2024,49,Monday,2024-12-02,False,Other,11.35531135531136,
GRV-2558,2025-11-16,,Ward-18,Road & Infrastructure,Road construction debris not cleared,Open,Website,Low,48,,,2025,11,Nov 2025,46,Sunday,2025-11-16,True,Road & Infrastructure,75.27472527472527,135.0
GRV-2559,2025-08-27,,Ward-13,Water Supply,Low water pressure in pipes,In Progress,WhatsApp,High,71,,,2025,8,Aug 2025,35,Wednesday,2025-08-27,True,Water Supply,60.439560439560445,216.0
GRV-2560,2025-11-19,2025-11-27,Ward-16,Sewage & Drainage,Foul smell from open drainage channel,Closed,Website,Medium,61,3.0,8.0,2025,11,Nov 2025,47,Wednesday,2025-11-19,False,Sewage & Drainage,75.82417582417582,
GRV-2561,2025-01-13,,Ward-15,Water Supply,No water supply for 3 days,Open,Phone Call,High,58,,,2025,1,Jan 2025,3,Monday,2025-01-13,True,Water Supply,19.047619047619047,442.0
GRV-2562,2025-08-10,,Ward-06,Public Property,Tree fallen on parked vehicles,In Progress,Website,Low,55,,,2025,8,Aug 2025,32,Sunday,2025-08-10,True,Public Property,57.32600732600732,233.0
GRV-2563,2024-10-29,,Ward-18,Sewage & Drainage,Manhole cover missing – safety hazard,In Progress,Walk-In,Medium,18,,,2024,10,Oct 2024,44,Tuesday,2024-10-29,True,Sewage & Drainage,5.128205128205132,518.0
GRV-2564,2025-12-15,2026-01-12,Ward-02,Water Supply,Water pipeline leakage on main road,Resolved,Walk-In,High,51,1.0,28.0,2025,12,Dec 2025,51,Monday,2025-12-15,False,Water Supply,80.58608058608058,
GRV-2565,2025-05-19,2025-05-29,Ward-18,Waste Management,Illegal dumping of waste on street,Closed,Phone Call,Medium,39,5.0,10.0,2025,5,May 2025,21,Monday,2025-05-19,False,Waste Management,42.12454212454212,
GRV-2566,2025-02-05,2025-02-20,Ward-14,Water Supply,Low water pressure in pipes,Closed,WhatsApp,Low,28,3.0,15.0,2025,2,Feb 2025,6,Wednesday,2025-02-05,False,Water Supply,23.260073260073256,
GRV-2567,2025-07-07,2025-07-20,Ward-17,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Phone Call,Medium,26,2.0,13.0,2025,7,Jul 2025,28,Monday,2025-07-07,False,Road & Infrastructure,51.098901098901095,
GRV-2568,2025-01-28,,Ward-02,Waste Management,Illegal dumping of waste on street,Open,Website,Low,29,,,2025,1,Jan 2025,5,Tuesday,2025-01-28,True,Waste Management,21.794871794871796,427.0
GRV-2569,2024-11-13,,Ward-13,Public Property,Stray dogs attacking residents near park,In Progress,Walk-In,Medium,21,,,2024,11,Nov 2024,46,Wednesday,2024-11-13,True,Public Property,7.875457875457881,503.0
GRV-2570,2025-01-17,,Ward-05,Water Supply,Dirty/contaminated water coming from tap,Open,Phone Call,Medium,46,,,2025,1,Jan 2025,3,Friday,2025-01-17,True,Water Supply,19.780219780219777,438.0
GRV-2571,2025-05-31,,Ward-03,Street Lighting,Short circuit sparks from street light,In Progress,WhatsApp,Medium,55,,,2025,5,May 2025,22,Saturday,2025-05-31,True,Street Lighting,44.32234432234432,304.0
GRV-2572,2024-11-15,,Ward-09,Public Property,Stray dogs attacking residents near park,Open,Walk-In,Low,64,,,2024,11,Nov 2024,46,Friday,2024-11-15,True,Public Property,8.241758241758246,501.0
GRV-2573,2025-02-12,,Ward-10,Water Supply,Water meter not working properly,Open,Mobile App,Medium,36,,,2025,2,Feb 2025,7,Wednesday,2025-02-12,True,Water Supply,24.542124542124544,412.0
GRV-2574,2025-02-24,,Ward-01,Street Lighting,Frequent power fluctuation in area,Open,Unknown,Medium,30,,,2025,2,Feb 2025,9,Monday,2025-02-24,True,Street Lighting,26.739926739926744,400.0
GRV-2575,2025-08-02,,Ward-07,Waste Management,No waste bins available in the area,In Progress,Mobile App,High,39,,,2025,8,Aug 2025,31,Saturday,2025-08-02,True,Waste Management,55.86080586080586,241.0
GRV-2576,2025-09-18,,Ward-02,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,WhatsApp,Medium,46,,,2025,9,Sep 2025,38,Thursday,2025-09-18,True,Sewage & Drainage,64.46886446886447,194.0
GRV-2577,2024-12-13,,Ward-18,Public Property,Park benches broken and vandalised,In Progress,Phone Call,Medium,24,,,2024,12,Dec 2024,50,Friday,2024-12-13,True,Public Property,13.369963369963367,473.0
GRV-2578,2025-08-28,,Ward-13,Sewage & Drainage,Sewage overflowing onto road,Open,Walk-In,Critical,27,,,2025,8,Aug 2025,35,Thursday,2025-08-28,True,Road & Infrastructure,60.62271062271063,215.0
GRV-2579,2026-01-24,,Ward-01,Road & Infrastructure,Road completely waterlogged after rain,Open,Website,Low,44,,,2026,1,Jan 2026,4,Saturday,2026-01-24,True,Water Supply,87.91208791208791,66.0
GRV-2580,2025-11-28,2025-11-30,Ward-03,Water Supply,Dirty/contaminated water coming from tap,Resolved,Walk-In,Critical,65,2.0,2.0,2025,11,Nov 2025,48,Friday,2025-11-28,False,Water Supply,77.47252747252747,
GRV-2581,2026-03-29,2026-04-14,Ward-18,Water Supply,Low water pressure in pipes,Resolved,Mobile App,Medium,42,5.0,16.0,2026,3,Mar 2026,13,Sunday,2026-03-29,False,Water Supply,99.63369963369964,
GRV-2582,2025-07-13,,Ward-07,Water Supply,Dirty/contaminated water coming from tap,Open,WhatsApp,Low,74,,,2025,7,Jul 2025,28,Sunday,2025-07-13,True,Water Supply,52.19780219780219,261.0
GRV-2583,2025-04-06,2025-04-16,Ward-04,Sewage & Drainage,Manhole cover missing – safety hazard,Closed,Walk-In,Low,25,1.0,10.0,2025,4,Apr 2025,14,Sunday,2025-04-06,False,Sewage & Drainage,34.24908424908425,
GRV-2584,2024-12-10,,Ward-13,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Phone Call,Low,46,,,2024,12,Dec 2024,50,Tuesday,2024-12-10,True,Road & Infrastructure,12.82051282051282,476.0
GRV-2585,2026-03-19,,Ward-09,Waste Management,No waste bins available in the area,Open,WhatsApp,Medium,46,,,2026,3,Mar 2026,12,Thursday,2026-03-19,True,Waste Management,97.8021978021978,12.0
GRV-2586,2025-08-04,,Ward-20,Water Supply,Low water pressure in pipes,In Progress,Website,Critical,74,,,2025,8,Aug 2025,32,Monday,2025-08-04,True,Water Supply,56.227106227106226,239.0
GRV-2587,2025-03-21,2025-04-04,Ward-19,Water Supply,Water meter not working properly,Resolved,Walk-In,Low,45,2.0,14.0,2025,3,Mar 2025,12,Friday,2025-03-21,False,Water Supply,31.318681318681318,
GRV-2588,2025-11-24,,Ward-13,Water Supply,Water meter not working properly,Open,Walk-In,Medium,39,,,2025,11,Nov 2025,48,Monday,2025-11-24,True,Water Supply,76.73992673992673,127.0
GRV-2589,2025-03-07,,Ward-16,Public Property,Tree fallen on parked vehicles,Rejected,Mobile App,Medium,43,,,2025,3,Mar 2025,10,Friday,2025-03-07,False,Public Property,28.754578754578752,
GRV-2590,2025-06-14,,Ward-18,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,WhatsApp,Medium,26,,,2025,6,Jun 2025,24,Saturday,2025-06-14,True,Water Supply,46.88644688644688,290.0
GRV-2591,2026-01-22,,Ward-01,Waste Management,Garbage truck does not come on schedule,In Progress,Walk-In,Low,29,,,2026,1,Jan 2026,4,Thursday,2026-01-22,True,Waste Management,87.54578754578755,68.0
GRV-2592,2025-02-21,,Ward-14,Noise & Pollution,Construction noise beyond permitted hours,Open,Walk-In,Medium,57,,,2025,2,Feb 2025,8,Friday,2025-02-21,True,Road & Infrastructure,26.190476190476186,403.0
GRV-2593,2025-05-10,,Ward-10,Water Supply,Low water pressure in pipes,In Progress,Walk-In,Low,62,,,2025,5,May 2025,19,Saturday,2025-05-10,True,Water Supply,40.476190476190474,325.0
GRV-2594,2025-11-23,,Ward-20,Waste Management,Garbage not collected for a week,Open,Website,High,22,,,2025,11,Nov 2025,47,Sunday,2025-11-23,True,Waste Management,76.55677655677655,128.0
GRV-2595,2025-05-12,,Ward-02,Road & Infrastructure,Road completely waterlogged after rain,Open,WhatsApp,High,73,,,2025,5,May 2025,20,Monday,2025-05-12,True,Water Supply,40.84249084249084,323.0
GRV-2596,2026-02-25,2026-03-09,Ward-08,Street Lighting,Electric pole fallen on road – dangerous,Resolved,Phone Call,Medium,57,2.0,12.0,2026,2,Feb 2026,9,Wednesday,2026-02-25,False,Road & Infrastructure,93.77289377289377,
GRV-2597,2025-10-09,,Ward-08,Waste Management,Garbage truck does not come on schedule,Open,Walk-In,Medium,71,,,2025,10,Oct 2025,41,Thursday,2025-10-09,True,Waste Management,68.31501831501832,173.0
GRV-2598,2024-11-03,,Ward-15,Street Lighting,Broken street light reported multiple times,Open,Mobile App,Low,46,,,2024,11,Nov 2024,44,Sunday,2024-11-03,True,Street Lighting,6.043956043956045,513.0
GRV-2599,2025-07-16,,Ward-02,Street Lighting,Street lights not working for 2 weeks,Rejected,Walk-In,Critical,64,,,2025,7,Jul 2025,29,Wednesday,2025-07-16,False,Street Lighting,52.74725274725275,
GRV-2600,2025-11-27,,Ward-18,Waste Management,Garbage not collected for a week,Open,Walk-In,Low,65,,,2025,11,Nov 2025,48,Thursday,2025-11-27,True,Waste Management,77.2893772893773,124.0
GRV-2601,2025-04-21,2025-05-15,Ward-10,Water Supply,Water pipeline leakage on main road,Resolved,Walk-In,High,50,3.0,24.0,2025,4,Apr 2025,17,Monday,2025-04-21,False,Water Supply,36.996336996337,
GRV-2602,2025-08-28,,Ward-08,Waste Management,No waste bins available in the area,Open,Unknown,Medium,35,,,2025,8,Aug 2025,35,Thursday,2025-08-28,True,Waste Management,60.62271062271063,215.0
GRV-2603,2025-10-08,,Ward-07,Sewage & Drainage,Manhole cover missing – safety hazard,Rejected,Phone Call,High,58,,,2025,10,Oct 2025,41,Wednesday,2025-10-08,False,Sewage & Drainage,68.13186813186813,
GRV-2604,2025-09-21,,Ward-12,Street Lighting,Street lights not working for 2 weeks,Rejected,Website,Medium,53,,,2025,9,Sep 2025,38,Sunday,2025-09-21,False,Street Lighting,65.01831501831502,
GRV-2605,2025-06-11,,Ward-20,Street Lighting,Short circuit sparks from street light,In Progress,Website,High,54,,,2025,6,Jun 2025,24,Wednesday,2025-06-11,True,Street Lighting,46.336996336996336,293.0
GRV-2606,2025-04-01,,Ward-13,Noise & Pollution,Loud music from nearby event venue,Open,Website,High,31,,,2025,4,Apr 2025,14,Tuesday,2025-04-01,True,Other,33.333333333333336,364.0
GRV-2607,2026-03-15,,Ward-05,Noise & Pollution,Burning of garbage creating air pollution,In Progress,WhatsApp,High,47,,,2026,3,Mar 2026,11,Sunday,2026-03-15,True,Waste Management,97.06959706959707,16.0
GRV-2608,2024-11-15,,Ward-15,Road & Infrastructure,Speed breaker removed without notice,In Progress,Unknown,Low,31,,,2024,11,Nov 2024,46,Friday,2024-11-15,True,Other,8.241758241758246,501.0
GRV-2609,2024-10-28,,Ward-11,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,Walk-In,High,52,,,2024,10,Oct 2024,44,Monday,2024-10-28,True,Water Supply,4.94505494505495,519.0
GRV-2610,2025-01-22,2025-02-18,Ward-18,Waste Management,Overflowing dustbin near bus stop,Closed,Mobile App,Low,46,2.0,27.0,2025,1,Jan 2025,4,Wednesday,2025-01-22,False,Waste Management,20.6959706959707,
GRV-2611,2025-07-30,,Ward-14,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Website,Critical,66,,,2025,7,Jul 2025,31,Wednesday,2025-07-30,True,Sewage & Drainage,55.311355311355314,244.0
GRV-2612,2025-01-05,,Ward-19,Road & Infrastructure,Speed breaker removed without notice,In Progress,Mobile App,Medium,73,,,2025,1,Jan 2025,1,Sunday,2025-01-05,True,Other,17.582417582417587,450.0
GRV-2613,2025-05-05,,Ward-19,Water Supply,No water supply for 3 days,In Progress,Walk-In,Low,21,,,2025,5,May 2025,19,Monday,2025-05-05,True,Water Supply,39.56043956043956,330.0
GRV-2614,2026-03-28,2026-04-06,Ward-12,Street Lighting,Electric pole fallen on road – dangerous,Resolved,WhatsApp,High,25,5.0,9.0,2026,3,Mar 2026,13,Saturday,2026-03-28,False,Road & Infrastructure,99.45054945054946,
GRV-2615,2025-08-07,2025-09-06,Ward-13,Public Property,Tree fallen on parked vehicles,Resolved,Website,High,21,3.0,30.0,2025,8,Aug 2025,32,Thursday,2025-08-07,False,Public Property,56.776556776556774,
GRV-2616,2024-12-17,,Ward-12,Waste Management,No waste bins available in the area,Open,Mobile App,Medium,58,,,2024,12,Dec 2024,51,Tuesday,2024-12-17,True,Waste Management,14.102564102564108,469.0
GRV-2617,2025-06-15,,Ward-15,Public Property,Public toilet locked / not accessible,Open,Unknown,Critical,23,,,2025,6,Jun 2025,24,Sunday,2025-06-15,True,Public Property,47.069597069597066,289.0
GRV-2618,2026-01-23,,Ward-19,Waste Management,Illegal dumping of waste on street,Open,Walk-In,Low,61,,,2026,1,Jan 2026,4,Friday,2026-01-23,True,Waste Management,87.72893772893772,67.0
GRV-2619,2025-07-20,2025-07-31,Ward-13,Noise & Pollution,Construction noise beyond permitted hours,Resolved,Website,High,46,1.0,11.0,2025,7,Jul 2025,29,Sunday,2025-07-20,False,Road & Infrastructure,53.47985347985348,
GRV-2620,2026-02-03,2026-02-05,Ward-14,Water Supply,Water meter not working properly,Closed,Walk-In,High,23,2.0,2.0,2026,2,Feb 2026,6,Tuesday,2026-02-03,False,Water Supply,89.74358974358975,
GRV-2621,2025-06-11,,Ward-18,Road & Infrastructure,Broken footpath causing injury to pedestrians,In Progress,Website,Medium,25,,,2025,6,Jun 2025,24,Wednesday,2025-06-11,True,Road & Infrastructure,46.336996336996336,293.0
GRV-2622,2025-05-24,2025-05-27,Ward-03,Public Property,Stray dogs attacking residents near park,Resolved,Mobile App,Medium,63,5.0,3.0,2025,5,May 2025,21,Saturday,2025-05-24,False,Public Property,43.040293040293044,
GRV-2623,2025-12-13,2025-12-26,Ward-09,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Walk-In,Critical,45,1.0,13.0,2025,12,Dec 2025,50,Saturday,2025-12-13,False,Waste Management,80.21978021978022,
GRV-2624,2026-01-07,,Ward-06,Street Lighting,Electric pole fallen on road – dangerous,Open,Website,Low,51,,,2026,1,Jan 2026,2,Wednesday,2026-01-07,True,Road & Infrastructure,84.7985347985348,83.0
GRV-2625,2026-02-21,,Ward-10,Water Supply,Water pipeline leakage on main road,In Progress,Website,Low,22,,,2026,2,Feb 2026,8,Saturday,2026-02-21,True,Water Supply,93.04029304029304,38.0
GRV-2626,2026-02-14,2026-02-23,Ward-07,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Website,Low,46,1.0,9.0,2026,2,Feb 2026,7,Saturday,2026-02-14,False,Water Supply,91.75824175824175,
GRV-2627,2025-02-02,,Ward-07,Water Supply,Water pipeline leakage on main road,In Progress,Walk-In,Low,65,,,2025,2,Feb 2025,5,Sunday,2025-02-02,True,Water Supply,22.710622710622708,422.0
GRV-2628,2025-09-08,2025-09-09,Ward-07,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,Critical,46,4.0,1.0,2025,9,Sep 2025,37,Monday,2025-09-08,False,Public Property,62.637362637362635,
GRV-2629,2025-07-16,,Ward-20,Noise & Pollution,Loud music from nearby event venue,In Progress,Mobile App,High,39,,,2025,7,Jul 2025,29,Wednesday,2025-07-16,True,Other,52.74725274725275,258.0
GRV-2630,2025-03-22,,Ward-13,Waste Management,Garbage not collected for a week,Open,Mobile App,Low,33,,,2025,3,Mar 2025,12,Saturday,2025-03-22,True,Waste Management,31.5018315018315,374.0
GRV-2631,2025-12-09,,Ward-16,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Website,Medium,34,,,2025,12,Dec 2025,50,Tuesday,2025-12-09,True,Road & Infrastructure,79.48717948717949,112.0
GRV-2632,2026-02-21,,Ward-01,Water Supply,No water supply for 3 days,Open,WhatsApp,High,29,,,2026,2,Feb 2026,8,Saturday,2026-02-21,True,Water Supply,93.04029304029304,38.0
GRV-2633,2025-03-17,,Ward-01,Water Supply,No water supply for 3 days,Open,Website,Medium,46,,,2025,3,Mar 2025,12,Monday,2025-03-17,True,Water Supply,30.586080586080588,379.0
GRV-2634,2024-11-30,2024-12-06,Ward-16,Noise & Pollution,Burning of garbage creating air pollution,Closed,Phone Call,Medium,34,1.0,6.0,2024,11,Nov 2024,48,Saturday,2024-11-30,False,Waste Management,10.989010989010994,
GRV-2635,2026-03-16,2026-03-17,Ward-11,Road & Infrastructure,Broken footpath causing injury to pedestrians,Resolved,Phone Call,High,55,1.0,1.0,2026,3,Mar 2026,12,Monday,2026-03-16,False,Road & Infrastructure,97.25274725274726,
GRV-2636,2025-10-20,,Ward-02,Road & Infrastructure,Speed breaker removed without notice,In Progress,Phone Call,High,23,,,2025,10,Oct 2025,43,Monday,2025-10-20,True,Other,70.32967032967032,162.0
GRV-2637,2025-11-11,,Ward-13,Noise & Pollution,Construction noise beyond permitted hours,Open,Walk-In,Low,45,,,2025,11,Nov 2025,46,Tuesday,2025-11-11,True,Road & Infrastructure,74.35897435897436,140.0
GRV-2638,2024-11-11,,Ward-08,Water Supply,Water meter not working properly,Open,Phone Call,Medium,73,,,2024,11,Nov 2024,46,Monday,2024-11-11,True,Water Supply,7.509157509157505,505.0
GRV-2639,2025-03-27,,Ward-07,Public Property,Stray dogs attacking residents near park,In Progress,Mobile App,Critical,36,,,2025,3,Mar 2025,13,Thursday,2025-03-27,True,Public Property,32.417582417582416,369.0
GRV-2640,2025-01-14,,Ward-12,Noise & Pollution,Burning of garbage creating air pollution,Open,Mobile App,Critical,34,,,2025,1,Jan 2025,3,Tuesday,2025-01-14,True,Waste Management,19.23076923076923,441.0
GRV-2641,2026-03-06,2026-03-27,Ward-08,Public Property,Tree fallen on parked vehicles,Resolved,WhatsApp,Medium,39,4.0,21.0,2026,3,Mar 2026,10,Friday,2026-03-06,False,Public Property,95.42124542124543,
GRV-2642,2025-06-22,2025-07-22,Ward-18,Public Property,Encroachment on footpath by shop owners,Resolved,Phone Call,Medium,45,2.0,30.0,2025,6,Jun 2025,25,Sunday,2025-06-22,False,Road & Infrastructure,48.35164835164834,
GRV-2643,2025-06-21,2025-07-09,Ward-10,Street Lighting,Street lights not working for 2 weeks,Resolved,WhatsApp,Low,71,1.0,18.0,2025,6,Jun 2025,25,Saturday,2025-06-21,False,Street Lighting,48.16849816849816,
GRV-2644,2025-11-11,2025-11-18,Ward-17,Waste Management,Garbage truck does not come on schedule,Closed,Mobile App,Low,32,4.0,7.0,2025,11,Nov 2025,46,Tuesday,2025-11-11,False,Waste Management,74.35897435897436,
GRV-2645,2024-10-16,,Ward-18,Noise & Pollution,Construction noise beyond permitted hours,Open,Website,Low,71,,,2024,10,Oct 2024,42,Wednesday,2024-10-16,True,Road & Infrastructure,2.7472527472527486,531.0
GRV-2646,2025-12-21,,Ward-18,Street Lighting,Street lights not working for 2 weeks,In Progress,Walk-In,Low,54,,,2025,12,Dec 2025,51,Sunday,2025-12-21,True,Street Lighting,81.68498168498168,100.0
GRV-2647,2025-07-17,,Ward-01,Waste Management,Garbage not collected for a week,Open,Walk-In,Critical,50,,,2025,7,Jul 2025,29,Thursday,2025-07-17,True,Waste Management,52.930402930402934,257.0
